Date,Silver_Close,Silver_Open,Silver_High,Silver_Low,Gold,DXY,VIX,price,date,high,low
2010-02-25,16.09,15.95,16.16,15.58,1107.800048828125,80.79000091552734,20.100000381469727,16.09,2010-02-25,16.16,15.58
2010-02-26,16.48,16.05,16.52,16.0,1118.300048828125,80.36000061035156,19.5,16.48,2010-02-26,16.52,16.0
2010-03-01,16.45,16.56,16.75,16.39,1117.800048828125,80.66000366210938,19.26000022888184,16.45,2010-03-01,16.75,16.39
2010-03-02,16.92,16.44,17.09,16.3,1136.9000244140625,80.5199966430664,19.059999465942383,16.92,2010-03-02,17.09,16.3
2010-03-03,17.18,16.91,17.35,16.86,1142.699951171875,79.9800033569336,18.82999992370605,17.18,2010-03-03,17.35,16.86
2010-03-04,17.12,17.18,17.38,17.03,1132.5999755859375,80.55999755859375,18.71999931335449,17.12,2010-03-04,17.38,17.03
2010-03-05,17.34,17.09,17.49,17.09,1134.800048828125,80.43000030517578,17.420000076293945,17.34,2010-03-05,17.49,17.09
2010-03-08,17.23,17.34,17.52,17.08,1123.5999755859375,80.43000030517578,17.790000915527344,17.23,2010-03-08,17.52,17.08
2010-03-09,17.23,17.21,17.41,16.85,1122.0,80.58999633789062,17.920000076293945,17.23,2010-03-09,17.41,16.85
2010-03-10,16.99,17.23,17.65,16.9,1107.800048828125,80.44999694824219,18.56999969482422,16.99,2010-03-10,17.65,16.9
2010-03-11,17.16,16.98,17.17,16.8,1108.0,80.31999969482422,18.059999465942383,17.16,2010-03-11,17.17,16.8
2010-03-12,17.09,17.16,17.34,16.93,1101.5,79.83000183105469,17.579999923706055,17.09,2010-03-12,17.34,16.93
2010-03-15,17.08,17.03,17.17,16.92,1105.0999755859375,80.25,18.0,17.08,2010-03-15,17.17,16.92
2010-03-16,17.44,17.09,17.51,17.06,1122.199951171875,79.75,17.690000534057617,17.44,2010-03-16,17.51,17.06
2010-03-17,17.51,17.41,17.6,17.32,1124.0,79.63999938964844,16.90999984741211,17.51,2010-03-17,17.6,17.32
2010-03-18,17.39,17.48,17.56,17.3,1127.4000244140625,80.22000122070312,16.6200008392334,17.39,2010-03-18,17.56,17.3
2010-03-19,16.98,17.36,17.47,16.92,1107.4000244140625,80.72000122070312,16.969999313354492,16.98,2010-03-19,17.47,16.92
2010-03-22,16.96,16.95,17.0,16.58,1099.300048828125,80.6500015258789,16.8700008392334,16.96,2010-03-22,17.0,16.58
2010-03-23,17.01,16.94,17.14,16.71,1103.5,80.9000015258789,16.350000381469727,17.01,2010-03-23,17.14,16.71
2010-03-24,16.57,16.98,17.03,16.53,1088.5999755859375,81.83999633789062,17.549999237060547,16.57,2010-03-24,17.03,16.53
2010-03-25,16.6,16.54,16.85,16.52,1092.699951171875,82.12000274658203,18.39999961853028,16.6,2010-03-25,16.85,16.52
2010-03-26,16.9,16.53,16.99,16.52,1104.199951171875,81.68000030517578,17.770000457763672,16.9,2010-03-26,16.99,16.52
2010-03-29,17.36,16.91,17.45,16.91,1110.300048828125,81.36000061035156,17.59000015258789,17.36,2010-03-29,17.45,16.91
2010-03-30,17.3,17.34,17.5,17.21,1104.5,81.47000122070312,17.1299991607666,17.3,2010-03-30,17.5,17.21
2010-03-31,17.5,17.22,17.65,17.22,1113.300048828125,81.06999969482422,17.59000015258789,17.5,2010-03-31,17.65,17.22
2010-04-01,17.92,17.45,18.02,17.43,1125.0999755859375,80.77999877929688,17.469999313354492,17.92,2010-04-01,18.02,17.43
2010-04-02,17.9,17.77,17.9,17.77,1125.0999755859375,80.77999877929688,17.469999313354492,17.9,2010-04-02,17.9,17.77
2010-04-05,18.07,17.81,18.2,17.75,1132.9000244140625,81.08999633789062,17.020000457763672,18.07,2010-04-05,18.2,17.75
2010-04-06,17.92,18.04,18.1,17.83,1135.0999755859375,81.38999938964844,16.229999542236328,17.92,2010-04-06,18.1,17.83
2010-04-07,18.15,17.89,18.27,17.89,1152.300048828125,81.44000244140625,16.6200008392334,18.15,2010-04-07,18.27,17.89
2010-04-08,18.08,18.14,18.21,17.89,1152.199951171875,81.52999877929688,16.479999542236328,18.08,2010-04-08,18.21,17.89
2010-04-09,18.39,18.05,18.46,18.01,1161.0999755859375,81.08999633789062,16.139999389648438,18.39,2010-04-09,18.46,18.01
2010-04-12,18.23,18.43,18.61,18.12,1161.5999755859375,80.55999755859375,15.579999923706056,18.23,2010-04-12,18.61,18.12
2010-04-13,18.23,18.18,18.34,17.92,1152.800048828125,80.51000213623047,16.200000762939453,18.23,2010-04-13,18.34,17.92
2010-04-14,18.44,18.18,18.53,18.16,1159.0,80.19000244140625,15.59000015258789,18.44,2010-04-14,18.53,18.16
2010-04-15,18.42,18.4,18.54,18.19,1159.699951171875,80.4800033569336,15.890000343322754,18.42,2010-04-15,18.54,18.19
2010-04-16,17.72,18.38,18.45,17.51,1136.300048828125,80.81999969482422,18.36000061035156,17.72,2010-04-16,18.45,17.51
2010-04-19,17.76,17.64,17.8,17.45,1135.199951171875,81.0,17.34000015258789,17.76,2010-04-19,17.8,17.45
2010-04-20,17.85,17.73,18.09,17.68,1138.5999755859375,81.05000305175781,15.729999542236328,17.85,2010-04-20,18.09,17.68
2010-04-21,18.08,17.82,18.16,17.67,1148.199951171875,81.16000366210938,16.31999969482422,18.08,2010-04-21,18.16,17.67
2010-04-22,17.99,18.02,18.17,17.73,1142.300048828125,81.56999969482422,16.469999313354492,17.99,2010-04-22,18.17,17.73
2010-04-23,18.32,17.95,18.35,17.81,1153.0999755859375,81.3499984741211,16.6200008392334,18.32,2010-04-23,18.35,17.81
2010-04-26,18.3,18.25,18.45,18.22,1153.5,81.4800033569336,17.469999313354492,18.3,2010-04-26,18.45,18.22
2010-04-27,18.18,18.25,18.44,18.05,1161.699951171875,82.1500015258789,22.809999465942383,18.18,2010-04-27,18.44,18.05
2010-04-28,18.1,18.15,18.26,17.81,1171.300048828125,82.37999725341797,21.07999992370605,18.1,2010-04-28,18.26,17.81
2010-04-29,18.47,18.05,18.56,18.05,1168.4000244140625,82.0,18.440000534057617,18.47,2010-04-29,18.56,18.05
2010-04-30,18.64,18.44,18.79,18.43,1180.0999755859375,81.87000274658203,22.049999237060547,18.64,2010-04-30,18.79,18.43
2010-05-03,18.8,18.61,18.87,18.48,1182.699951171875,82.2699966430664,20.190000534057617,18.8,2010-05-03,18.87,18.48
2010-05-04,17.88,18.77,18.82,17.77,1168.5999755859375,83.30000305175781,23.84000015258789,17.88,2010-05-04,18.82,17.77
2010-05-05,17.48,17.82,17.91,17.05,1174.5999755859375,84.08000183105469,24.90999984741211,17.48,2010-05-05,17.91,17.05
2010-05-06,17.66,17.48,17.77,17.23,1196.9000244140625,84.88999938964844,32.79999923706055,17.66,2010-05-06,17.77,17.23
2010-05-07,18.37,17.6,18.62,17.45,1210.0,84.44999694824219,40.95000076293945,18.37,2010-05-07,18.62,17.45
2010-05-10,18.5,18.41,18.8,18.18,1200.4000244140625,84.16000366210938,28.84000015258789,18.5,2010-05-10,18.8,18.18
2010-05-11,19.31,18.43,19.45,18.35,1219.9000244140625,84.47000122070312,28.31999969482422,19.31,2010-05-11,19.45,18.35
2010-05-12,19.53,19.28,19.73,19.06,1242.699951171875,84.83000183105469,25.520000457763672,19.53,2010-05-12,19.73,19.06
2010-05-13,19.44,19.43,19.81,19.32,1228.800048828125,85.20999908447266,26.68000030517578,19.44,2010-05-13,19.81,19.32
2010-05-14,19.27,19.41,19.7,18.94,1227.4000244140625,86.0999984741211,31.239999771118164,19.27,2010-05-14,19.7,18.94
2010-05-17,18.9,19.25,19.58,18.75,1227.699951171875,86.20999908447266,30.84000015258789,18.9,2010-05-17,19.58,18.75
2010-05-18,18.97,18.86,19.13,18.62,1214.300048828125,87.16000366210938,33.54999923706055,18.97,2010-05-18,19.13,18.62
2010-05-19,18.2,18.95,19.0,17.93,1192.5999755859375,86.38999938964844,35.31999969482422,18.2,2010-05-19,19.0,17.93
2010-05-20,17.64,18.14,18.34,17.48,1187.800048828125,85.56999969482422,45.790000915527344,17.64,2010-05-20,18.34,17.48
2010-05-21,17.66,17.57,17.91,17.39,1175.699951171875,85.37000274658203,40.09999847412109,17.66,2010-05-21,17.91,17.39
2010-05-24,17.88,17.61,18.06,17.58,1193.800048828125,86.20999908447266,38.31999969482422,17.88,2010-05-24,18.06,17.58
2010-05-25,17.88,17.83,17.95,17.52,1197.800048828125,86.77999877929688,34.61000061035156,17.88,2010-05-25,17.95,17.52
2010-05-26,18.06,18.04,18.43,17.95,1213.300048828125,87.12000274658203,35.02000045776367,18.06,2010-05-26,18.43,17.95
2010-05-27,18.5,17.98,18.59,17.98,1211.9000244140625,86.18000030517578,29.68000030517578,18.5,2010-05-27,18.59,17.98
2010-05-28,18.4,18.41,18.66,18.21,1212.199951171875,86.4800033569336,32.06999969482422,18.4,2010-05-28,18.66,18.21
2010-05-31,18.57,18.35,18.62,18.3,1212.199951171875,86.4800033569336,32.06999969482422,18.57,2010-05-31,18.62,18.3
2010-06-01,18.42,18.48,18.71,18.16,1224.800048828125,86.63999938964844,35.540000915527344,18.42,2010-06-01,18.71,18.16
2010-06-02,18.34,18.38,18.53,18.06,1220.5999755859375,86.79000091552734,30.170000076293945,18.34,2010-06-02,18.53,18.06
2010-06-03,17.97,18.3,18.46,17.8,1208.300048828125,87.13999938964844,29.459999084472656,17.97,2010-06-03,18.46,17.8
2010-06-04,17.42,17.95,18.03,17.27,1216.199951171875,88.2300033569336,35.47999954223633,17.42,2010-06-04,18.03,17.27
2010-06-07,18.15,17.41,18.2,17.16,1239.300048828125,88.4000015258789,36.56999969482422,18.15,2010-06-07,18.2,17.16
2010-06-08,18.25,18.08,18.51,18.02,1244.0,88.38999938964844,33.70000076293945,18.25,2010-06-08,18.51,18.02
2010-06-09,18.12,18.21,18.39,18.07,1228.5,87.9000015258789,33.72999954223633,18.12,2010-06-09,18.39,18.07
2010-06-10,18.24,18.08,18.44,17.8,1220.800048828125,87.16999816894531,30.56999969482422,18.24,2010-06-10,18.44,17.8
2010-06-11,18.24,18.2,18.56,18.05,1228.9000244140625,87.51000213623047,28.790000915527344,18.24,2010-06-11,18.56,18.05
2010-06-14,18.22,18.2,18.59,18.17,1223.300048828125,86.51000213623047,28.57999992370605,18.22,2010-06-14,18.59,18.17
2010-06-15,18.55,18.17,18.69,18.16,1233.199951171875,85.9800033569336,25.8700008392334,18.55,2010-06-15,18.69,18.16
2010-06-16,18.45,18.48,18.69,18.37,1229.300048828125,86.08000183105469,25.920000076293945,18.45,2010-06-16,18.69,18.37
2010-06-17,18.72,18.41,18.91,18.3,1247.5,85.69000244140625,25.049999237060547,18.72,2010-06-17,18.91,18.3
2010-06-18,19.17,18.7,19.29,18.65,1257.199951171875,85.69999694824219,23.950000762939453,19.17,2010-06-18,19.29,18.65
2010-06-21,18.73,19.15,19.47,18.64,1239.699951171875,85.93000030517578,24.8799991607666,18.73,2010-06-21,19.47,18.64
2010-06-22,18.81,18.7,18.99,18.56,1239.9000244140625,86.11000061035156,27.049999237060547,18.81,2010-06-22,18.99,18.56
2010-06-23,18.51,18.77,18.99,18.3,1234.0999755859375,85.73999786376953,26.90999984741211,18.51,2010-06-23,18.99,18.3
2010-06-24,18.68,18.47,18.82,18.17,1245.5,85.7300033569336,29.739999771118164,18.68,2010-06-24,18.82,18.17
2010-06-25,19.08,18.61,19.17,18.59,1255.800048828125,85.30999755859375,28.530000686645508,19.08,2010-06-25,19.17,18.59
2010-06-28,18.73,19.04,19.28,18.62,1238.199951171875,85.6500015258789,29.0,18.73,2010-06-28,19.28,18.62
2010-06-29,18.52,18.7,18.77,18.36,1242.0,86.02999877929688,34.130001068115234,18.52,2010-06-29,18.77,18.36
2010-06-30,18.6,18.46,18.8,18.43,1245.5,86.0199966430664,34.540000915527344,18.6,2010-06-30,18.8,18.43
2010-07-01,17.77,18.58,18.67,17.69,1206.300048828125,84.72000122070312,32.86000061035156,17.77,2010-07-01,18.67,17.69
2010-07-02,17.87,17.85,18.12,17.59,1207.4000244140625,84.43000030517578,30.1200008392334,17.87,2010-07-02,18.12,17.59
2010-07-05,17.81,17.79,17.93,17.7,1207.4000244140625,84.43000030517578,30.1200008392334,17.81,2010-07-05,17.93,17.7
2010-07-06,17.83,17.72,18.04,17.6,1194.800048828125,84.08000183105469,29.64999961853028,17.83,2010-07-06,18.04,17.6
2010-07-07,18.04,17.75,18.08,17.52,1198.5999755859375,83.81999969482422,26.84000015258789,18.04,2010-07-07,18.08,17.52
2010-07-08,17.95,17.96,18.19,17.69,1195.800048828125,83.81999969482422,25.709999084472656,17.95,2010-07-08,18.19,17.69
2010-07-09,18.13,17.91,18.2,17.78,1209.5999755859375,83.94999694824219,24.979999542236328,18.13,2010-07-09,18.2,17.78
2010-07-12,17.91,18.03,18.16,17.73,1198.5,84.19999694824219,24.43000030517578,17.91,2010-07-12,18.16,17.73
2010-07-13,18.25,17.88,18.42,17.82,1213.300048828125,83.63999938964844,24.559999465942383,18.25,2010-07-13,18.42,17.82
2010-07-14,18.29,18.22,18.49,18.07,1206.800048828125,83.43000030517578,24.88999938964844,18.29,2010-07-14,18.49,18.07
2010-07-15,18.33,18.27,18.53,18.14,1208.0999755859375,82.55999755859375,25.13999938964844,18.33,2010-07-15,18.53,18.14
2010-07-16,17.87,18.31,18.35,17.69,1188.0,82.48999786376953,26.25,17.87,2010-07-16,18.35,17.69
2010-07-19,17.61,17.8,17.93,17.45,1181.699951171875,82.51000213623047,25.96999931335449,17.61,2010-07-19,17.93,17.45
2010-07-20,17.7,17.59,17.77,17.4,1191.5,82.75,23.93000030517578,17.7,2010-07-20,17.77,17.4
2010-07-21,17.67,17.65,17.88,17.52,1191.5999755859375,83.38999938964844,25.63999938964844,17.67,2010-07-21,17.88,17.52
2010-07-22,18.1,17.63,18.2,17.58,1195.5,82.5999984741211,24.6299991607666,18.1,2010-07-22,18.2,17.58
2010-07-23,18.11,18.08,18.3,18.0,1187.699951171875,82.45999908447266,23.46999931335449,18.11,2010-07-23,18.3,18.0
2010-07-26,18.17,18.07,18.27,17.97,1183.0,82.08999633789062,22.729999542236328,18.17,2010-07-26,18.27,17.97
2010-07-27,17.65,18.14,18.24,17.55,1158.0,82.18000030517578,23.190000534057617,17.65,2010-07-27,18.24,17.55
2010-07-28,17.5,17.65,17.74,17.31,1160.4000244140625,82.18000030517578,24.25,17.5,2010-07-28,17.74,17.31
2010-07-29,17.74,17.45,17.74,17.45,1168.4000244140625,81.63999938964844,24.1299991607666,17.74,2010-07-29,17.74,17.45
2010-07-30,17.99,17.6,18.13,17.51,1181.699951171875,81.54000091552734,23.5,17.99,2010-07-30,18.13,17.51
2010-08-02,18.36,17.96,18.58,17.94,1183.4000244140625,80.94000244140625,22.01000022888184,18.36,2010-08-02,18.58,17.94
2010-08-03,18.38,18.34,18.62,18.28,1185.199951171875,80.5999984741211,22.6299991607666,18.38,2010-08-03,18.62,18.28
2010-08-04,18.3,18.35,18.7,18.2,1193.699951171875,80.88999938964844,22.209999084472656,18.3,2010-08-04,18.7,18.2
2010-08-05,18.34,18.26,18.49,18.18,1197.199951171875,80.81999969482422,22.100000381469727,18.34,2010-08-05,18.49,18.18
2010-08-06,18.41,18.27,18.55,18.26,1203.4000244140625,80.41000366210938,21.739999771118164,18.41,2010-08-06,18.55,18.26
2010-08-09,18.34,18.43,18.59,18.21,1200.699951171875,80.70999908447266,22.13999938964844,18.34,2010-08-09,18.59,18.21
2010-08-10,18.3,18.3,18.48,17.94,1196.199951171875,80.80000305175781,22.3700008392334,18.3,2010-08-10,18.48,17.94
2010-08-11,17.88,18.27,18.37,17.78,1197.5,82.29000091552734,25.38999938964844,17.88,2010-08-11,18.37,17.78
2010-08-12,18.06,17.82,18.13,17.82,1214.800048828125,82.63999938964844,25.729999542236328,18.06,2010-08-12,18.13,17.82
2010-08-13,18.14,17.99,18.21,17.94,1214.9000244140625,82.94999694824219,26.239999771118164,18.14,2010-08-13,18.21,17.94
2010-08-16,18.4,18.07,18.51,18.07,1224.5,82.52999877929688,26.100000381469727,18.4,2010-08-16,18.51,18.07
2010-08-17,18.52,18.36,18.68,18.33,1226.5999755859375,82.2300033569336,24.32999992370605,18.52,2010-08-17,18.68,18.33
2010-08-18,18.37,18.45,18.6,18.13,1229.699951171875,82.22000122070312,24.59000015258789,18.37,2010-08-18,18.6,18.13
2010-08-19,18.29,18.32,18.6,18.19,1233.800048828125,82.44999694824219,26.440000534057617,18.29,2010-08-19,18.6,18.19
2010-08-20,18.01,18.25,18.34,17.8,1227.199951171875,83.05999755859375,25.489999771118164,18.01,2010-08-20,18.34,17.8
2010-08-23,17.98,17.95,18.12,17.86,1226.9000244140625,83.12000274658203,25.65999984741211,17.98,2010-08-23,18.12,17.86
2010-08-24,18.37,17.95,18.49,17.7,1231.800048828125,83.1500015258789,27.459999084472656,18.37,2010-08-24,18.49,17.7
2010-08-25,18.95,18.34,19.11,18.32,1239.5,83.26000213623047,26.700000762939453,18.95,2010-08-25,19.11,18.32
2010-08-26,18.93,18.89,19.2,18.88,1235.4000244140625,82.93000030517578,27.3700008392334,18.93,2010-08-26,19.2,18.88
2010-08-27,19.09,18.9,19.37,18.86,1236.0,82.91999816894531,24.450000762939453,19.09,2010-08-27,19.37,18.86
2010-08-30,19.03,19.05,19.22,18.95,1237.0999755859375,83.16000366210938,27.209999084472656,19.03,2010-08-30,19.22,18.95
2010-08-31,19.38,18.93,19.45,18.79,1248.300048828125,83.19999694824219,26.049999237060547,19.38,2010-08-31,19.45,18.79
2010-09-01,19.35,19.35,19.57,19.26,1246.300048828125,82.5199966430664,23.88999938964844,19.35,2010-09-01,19.57,19.26
2010-09-02,19.64,19.3,19.71,19.3,1251.5,82.45999908447266,23.190000534057617,19.64,2010-09-02,19.71,19.3
2010-09-03,19.84,19.6,19.95,19.45,1249.199951171875,83.0999984741211,21.309999465942383,19.84,2010-09-03,19.95,19.45
2010-09-06,19.94,19.8,19.96,19.75,1249.199951171875,83.0999984741211,21.309999465942383,19.94,2010-09-06,19.96,19.75
2010-09-07,19.77,19.9,20.02,19.52,1257.300048828125,82.81999969482422,23.799999237060547,19.77,2010-09-07,20.02,19.52
2010-09-08,19.91,19.75,20.16,19.75,1255.5999755859375,82.58999633789062,23.25,19.91,2010-09-08,20.16,19.75
2010-09-09,19.71,19.82,20.09,19.65,1248.9000244140625,82.66999816894531,22.809999465942383,19.71,2010-09-09,20.09,19.65
2010-09-10,19.88,19.7,20.05,19.65,1244.5,82.69999694824219,21.989999771118164,19.88,2010-09-10,20.05,19.65
2010-09-13,20.05,19.85,20.25,19.79,1245.0999755859375,81.91000366210938,21.209999084472656,20.05,2010-09-13,20.25,19.79
2010-09-14,20.46,20.0,20.54,20.1,1269.699951171875,81.08000183105469,21.559999465942383,20.46,2010-09-14,20.54,20.1
2010-09-15,20.59,20.4,20.65,20.3,1266.699951171875,81.48999786376953,22.100000381469727,20.59,2010-09-15,20.65,20.3
2010-09-16,20.79,20.58,20.87,20.43,1271.9000244140625,81.23999786376953,21.71999931335449,20.79,2010-09-16,20.87,20.43
2010-09-17,20.77,20.75,21.04,20.57,1275.5999755859375,81.4000015258789,22.01000022888184,20.77,2010-09-17,21.04,20.57
2010-09-20,20.73,20.73,21.01,20.66,1279.0,81.33999633789062,21.5,20.73,2010-09-20,21.01,20.66
2010-09-21,20.97,20.7,21.1,20.47,1272.4000244140625,80.44000244140625,22.350000381469727,20.97,2010-09-21,21.1,20.47
2010-09-22,21.13,20.93,21.19,20.88,1290.199951171875,79.83000183105469,22.51000022888184,21.13,2010-09-22,21.19,20.88
2010-09-23,21.13,21.13,21.28,20.84,1294.300048828125,80.01000213623047,23.8700008392334,21.13,2010-09-23,21.28,20.84
2010-09-24,21.46,21.1,21.52,21.08,1296.0,79.38999938964844,21.709999084472656,21.46,2010-09-24,21.52,21.08
2010-09-27,21.45,21.44,21.66,21.31,1296.699951171875,79.33999633789062,22.540000915527344,21.45,2010-09-27,21.66,21.31
2010-09-28,21.75,21.43,21.83,21.02,1306.5999755859375,79.01000213623047,22.600000381469727,21.75,2010-09-28,21.83,21.02
2010-09-29,21.91,21.7,22.05,21.66,1308.5,78.69000244140625,23.25,21.91,2010-09-29,22.05,21.66
2010-09-30,21.75,21.82,22.12,21.53,1307.800048828125,78.72000122070312,23.700000762939453,21.75,2010-09-30,22.12,21.53
2010-10-01,22.1,21.7,22.2,21.69,1316.0999755859375,78.08999633789062,22.5,22.1,2010-10-01,22.2,21.69
2010-10-04,21.9,22.06,22.2,21.86,1315.4000244140625,78.44999694824219,23.530000686645508,21.9,2010-10-04,22.2,21.86
2010-10-05,22.85,21.88,22.92,21.77,1338.9000244140625,77.75,21.76000022888184,22.85,2010-10-05,22.92,21.77
2010-10-06,23.18,22.8,23.22,22.73,1346.4000244140625,77.38999938964844,21.489999771118164,23.18,2010-10-06,23.22,22.73
2010-10-07,22.5,23.12,23.56,22.43,1333.9000244140625,77.38999938964844,21.559999465942383,22.5,2010-10-07,23.56,22.43
2010-10-08,23.22,22.5,23.32,22.31,1344.199951171875,77.31999969482422,20.709999084472656,23.22,2010-10-08,23.32,22.31
2010-10-11,23.29,23.16,23.7,23.02,1353.300048828125,77.44000244140625,18.959999084472656,23.29,2010-10-11,23.7,23.02
2010-10-12,23.31,23.26,23.52,22.9,1345.699951171875,77.36000061035156,18.93000030517578,23.31,2010-10-12,23.52,22.9
2010-10-13,24.03,23.27,24.12,23.23,1369.5,77.06999969482422,19.06999969482422,24.03,2010-10-13,24.12,23.23
2010-10-14,24.64,24.01,24.95,23.96,1376.699951171875,76.6500015258789,19.8799991607666,24.64,2010-10-14,24.95,23.96
2010-10-15,24.32,24.62,24.88,24.06,1371.0999755859375,77.04000091552734,19.030000686645508,24.32,2010-10-15,24.88,24.06
2010-10-18,24.38,24.26,24.53,23.69,1371.199951171875,76.93000030517578,19.09000015258789,24.38,2010-10-18,24.53,23.69
2010-10-19,23.37,24.34,24.53,23.24,1335.0999755859375,78.18000030517578,20.6299991607666,23.37,2010-10-19,24.53,23.24
2010-10-20,23.94,23.3,24.01,23.27,1343.300048828125,77.16999816894531,19.790000915527344,23.94,2010-10-20,24.01,23.27
2010-10-21,23.16,23.91,24.11,23.01,1324.699951171875,77.41999816894531,19.270000457763672,23.16,2010-10-21,24.11,23.01
2010-10-22,23.29,23.12,23.41,22.81,1324.4000244140625,77.47000122070312,18.780000686645508,23.29,2010-10-22,23.41,22.81
2010-10-25,23.65,23.28,23.87,23.27,1338.300048828125,77.0999984741211,19.850000381469727,23.65,2010-10-25,23.87,23.27
2010-10-26,23.85,23.59,23.97,23.14,1338.0,77.70999908447266,20.21999931335449,23.85,2010-10-26,23.97,23.14
2010-10-27,23.56,23.82,24.23,23.33,1322.199951171875,78.1500015258789,20.709999084472656,23.56,2010-10-27,24.23,23.33
2010-10-28,24.02,23.57,24.05,23.46,1342.0999755859375,77.30999755859375,20.8799991607666,24.02,2010-10-28,24.05,23.46
2010-10-29,24.73,23.99,24.76,23.72,1357.0999755859375,77.2699966430664,21.200000762939453,24.73,2010-10-29,24.76,23.72
2010-11-01,24.65,24.72,25.08,24.49,1350.199951171875,77.30000305175781,21.82999992370605,24.65,2010-11-01,25.08,24.49
2010-11-02,24.94,24.58,24.94,24.57,1356.4000244140625,76.72000122070312,21.56999969482422,24.94,2010-11-02,24.94,24.57
2010-11-03,24.85,24.92,25.06,23.93,1337.0999755859375,76.4800033569336,19.559999465942383,24.85,2010-11-03,25.06,23.93
2010-11-04,26.36,24.87,26.37,24.74,1382.699951171875,75.87999725341797,18.520000457763672,26.36,2010-11-04,26.37,24.74
2010-11-05,26.73,26.3,26.93,25.86,1397.300048828125,76.55000305175781,18.26000022888184,26.73,2010-11-05,26.93,25.86
2010-11-08,27.7,26.62,27.74,26.49,1402.800048828125,77.02999877929688,18.290000915527344,27.7,2010-11-08,27.74,26.49
2010-11-09,26.86,27.68,29.35,26.46,1409.800048828125,77.44000244140625,19.07999992370605,26.86,2010-11-09,29.35,26.46
2010-11-10,27.26,26.88,28.2,26.54,1399.0999755859375,77.62999725341797,18.46999931335449,27.26,2010-11-10,28.2,26.54
2010-11-11,27.71,27.22,27.84,26.93,1403.0999755859375,78.22000122070312,18.63999938964844,27.71,2010-11-11,27.84,26.93
2010-11-12,26.04,27.72,27.76,25.8,1365.4000244140625,78.08000183105469,20.61000061035156,26.04,2010-11-12,27.76,25.8
2010-11-15,25.52,25.99,26.49,25.41,1368.4000244140625,78.5199966430664,20.200000762939453,25.52,2010-11-15,26.49,25.41
2010-11-16,25.49,25.44,25.88,24.98,1338.300048828125,79.20999908447266,22.57999992370605,25.49,2010-11-16,25.88,24.98
2010-11-17,25.63,25.45,25.92,25.02,1336.800048828125,79.08000183105469,21.76000022888184,25.63,2010-11-17,25.92,25.02
2010-11-18,26.94,25.6,27.05,25.54,1352.9000244140625,78.62000274658203,18.75,26.94,2010-11-18,27.05,25.54
2010-11-19,27.35,26.92,27.41,26.35,1352.199951171875,78.5,18.040000915527344,27.35,2010-11-19,27.41,26.35
2010-11-22,27.83,27.6,27.93,27.09,1357.699951171875,78.68000030517578,18.3700008392334,27.83,2010-11-22,27.93,27.09
2010-11-23,27.54,27.83,27.9,27.03,1377.5,79.68000030517578,20.6299991607666,27.54,2010-11-23,27.9,27.03
