date,gold_close,gold_open,gold_high,gold_low,silver_close,silver_open,silver_high,silver_low,gpr_level,gpr_war,gpr_terrorism,gpr_economic,gpr_political,gpr_nuclear,gpr_trade,gpr_sanctions,gpr_pandemic,event_count,composite_risk,risk_regime_encoded,gpr_ma7,gpr_ma30,gpr_ma90,gpr_momentum,gpr_volatility,gpr_spike,pandemic_severity,pandemic_phase_encoded,is_pandemic,is_lockdown,is_post_pandemic,gold_return,gold_lag1,gold_lag7,gold_lag14,gold_lag30,gold_ma7,gold_ma14,gold_ma30,gold_ma60,gold_ema7,gold_ema14,gold_ema30,gold_rsi,gold_macd,gold_bb_pct,gold_volatility,gs_ratio,gs_ratio_ma7,gs_ratio_ma30,day_of_week,month,quarter,year,target,vix,dxy,oil,us10y,vix_ma7,vix_ma30,vix_change,high_vix,dxy_ma7,dxy_ma30,dxy_change,dxy_momentum,oil_ma7,oil_ma30,oil_change,oil_volatility,us10y_ma7,us10y_ma30,us10y_change,rate_trend,fear_index,gold_oil_ratio,price,Volume
2010-02-15,1101.0,1092.85,1102.65,1092.0,15.54,15.51,15.63,15.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.00695079568319,1093.4,1063.45,0.0,0.0,1075.9357142857143,0.0,0.0,0.0,1084.701500868597,1084.5413416255465,1085.245637153838,0.0,-0.669230682877469,0.0,0.0,70.84942084942085,70.14200520179399,0.0,0,2,1,2010,1096.4,22.729999542236328,80.31999969482422,74.12999725341797,3.693000078201294,24.777142660958425,0.0,0.0,0,80.18000030517578,0.0,0.0,0.4000015258789062,73.5557131086077,0.0,0.0,0.0,3.6548571586608887,0.0,0.0,0.0,18.256735562957765,14.850283798051288,,
2010-02-16,1119.95,1099.6,1121.2,1097.85,16.15,15.5,16.22,15.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0172116257947321,1101.0,1065.45,0.0,0.0,1081.3,0.0,0.0,0.0,1088.9558068429983,1087.3093356924944,1087.2009299410315,0.0,0.2995375783968939,0.0,0.0,69.3467492260062,70.32735178487953,0.0,1,2,1,2010,1106.1,22.25,79.69999694824219,77.01000213623047,3.6640000343322754,24.225714002336776,0.0,-0.0211174461901948,0,80.07428523472377,0.0,-0.0077191577307984,-0.7400054931640625,74.38714163643974,0.0,0.038850735053544,0.0,3.6717143058776855,0.0,-0.0078527059991678,0.0,17.733249320983887,14.541027901025878,,
2010-02-17,1115.2,1119.25,1127.25,1111.7,16.04,16.12,16.32,15.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.00424126077057,1119.95,1063.75,0.0,0.0,1089.0857142857142,0.0,0.0,0.0,1096.9578300358094,1092.6139559188628,1091.0368539920992,0.0,2.046656483333664,0.0,0.0,69.52618453865337,70.19398124460676,0.0,2,2,1,2010,1116.5,21.71999931335449,80.37999725341797,77.33000183105469,3.742000102996826,23.54142815726144,0.0,-0.0238202555795733,0,80.08571297781808,0.0,0.0085319991369305,0.0799942016601562,75.16428484235492,0.0,0.0041553004278345,0.0,3.693142890930176,0.0,0.0212882281478377,0.0,17.458534851516742,14.419446258045063,,
2010-02-18,1123.9,1106.35,1124.05,1098.2,16.2,15.85,16.27,15.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0078012912482066,1115.2,1077.3,0.0,0.0,1096.435714285714,0.0,0.0,0.0,1101.6293551831493,1096.1804634464809,1093.7256329209995,0.0,3.0468986393952946,0.0,0.0,69.37654320987656,70.01556240244308,0.0,3,2,1,2010,1117.35,20.6299991607666,80.4000015258789,79.05999755859375,3.802999973297119,22.774285180228095,0.0,-0.0501841706743382,0,80.16285596575055,0.0,0.0002488712757462,0.5400009155273438,75.92285592215401,0.0,0.0223715981711554,2.2566717285775,3.717428616115025,0.0,0.0163014079693477,0.0,16.586519640045154,14.21398804479726,,
2010-02-19,1118.85,1111.3,1126.95,1098.95,16.3,15.84,16.51,15.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0044932823204912,1123.9,1072.85,1107.35,0.0,1103.0928571428572,1094.5571428571427,0.0,0.0,1107.2980203689488,1100.4526037172184,1096.933325285241,55.67753001715272,4.260239053203804,0.0,0.0,68.64110429447852,69.96533209816747,0.0,4,2,1,2010,1134.65,20.020000457763672,80.63999938964844,79.80999755859375,3.7820000648498535,22.005713871547155,0.0,-0.0295685277662542,0,80.24999891008649,0.0,0.0029850480001829,0.6100006103515625,76.67857033865792,0.0,0.0094864662681548,2.5853625972292025,3.730000053133284,0.0,-0.005521932315203,0.0,16.144128246948238,14.017164046875369,,
2010-02-22,1113.7,1124.9,1131.05,1109.7,16.23,16.34,16.56,16.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0046029405192831,1118.85,1095.35,1115.2,0.0,1109.6642857142856,1095.3785714285714,0.0,0.0,1110.2251316137033,1103.2302748923696,1099.1697248678568,53.8129973474801,4.82124824242419,0.0,0.0,68.61983980283426,69.71449247919347,0.0,0,2,1,2010,1139.5,19.940000534057617,80.51000213623047,80.16000366210938,3.799000024795532,21.43142836434501,0.0,-0.0039960000937477,0,80.32428523472377,0.0,-0.0016120691270076,0.5200042724609375,77.37571389334542,0.0,0.0043854919712116,2.850797448130662,3.739428622382028,0.0,0.0044949655352144,0.0,16.053694855934154,13.891729439029156,,
2010-02-23,1102.05,1113.8,1121.2,1099.35,15.86,16.21,16.42,15.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0104606267396966,1113.7,1093.4,1109.65,0.0,1112.2857142857142,1095.2714285714287,0.0,0.0,1111.1026436587777,1104.783598649359,1100.598783536887,49.49358541525996,4.873994907728729,0.0,0.0,69.48612862547289,69.5314574688043,0.0,1,2,1,2010,1132.0,21.3700008392334,80.8499984741211,78.86000061035156,3.690999984741211,21.23714283534459,0.0,0.0717151588202484,0,80.3999993460519,0.0,0.0042230322800802,0.529998779296875,78.05142865862165,0.0,-0.0162176022001894,2.962946943124292,3.739142894744873,0.0,-0.028428544182527,0.0,17.27764535243987,13.972993425530133,,
2010-02-24,1096.4,1103.4,1108.35,1089.85,15.94,15.82,16.01,15.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0051268091284423,1102.05,1101.0,1063.45,0.0,1113.5214285714285,1094.7285714285713,0.0,0.0,1108.8223418365562,1104.3840381379323,1100.7368402356672,47.53566796368349,4.132780687046534,0.0,0.0,68.78293601003764,69.40656722096324,0.0,2,2,1,2010,1132.05,20.270000457763672,80.8499984741211,80.0,3.694999933242798,20.88571439470564,0.0,-0.0514740448418806,0,80.47571345738002,0.0,0.0,0.529998779296875,78.89000047956195,0.0,0.0144559901195182,3.0665930890692183,3.739428588322231,0.0,0.0010837032018755,0.0,16.388295060806268,13.70328708911386,,
2010-02-25,1106.1,1097.6,1109.15,1088.6,16.09,15.95,16.16,15.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0088471360817219,1096.4,1119.95,1065.45,0.0,1112.8642857142856,1097.082142857143,0.0,0.0,1105.699148719997,1103.2318258486466,1100.3365251018324,64.49626044874618,3.158163784523367,0.0,0.0,68.74456183965195,69.11135510105136,0.0,3,2,1,2010,1122.4,20.100000381469727,80.79000091552734,78.16999816894531,3.641999959945679,20.578571592058456,0.0,-0.0083867820648634,0,80.63142830984933,0.0,-0.0007420848450968,1.0900039672851562,79.0557141985212,0.0,-0.0228750228881835,2.73486919316353,3.736285720552717,0.0,-0.0143437007455113,0.0,16.23879049221039,14.148120055077786,,
2010-02-26,1116.5,1105.0,1119.2,1104.4,16.48,16.05,16.52,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0094024048458549,1106.1,1115.2,1063.75,0.0,1110.8857142857144,1099.9857142857145,0.0,0.0,1105.7997870673692,1103.6412489674826,1100.8541423968743,66.74907292954263,2.992991499412483,0.0,0.0,67.74878640776699,69.02532833157217,0.0,4,2,1,2010,1120.1,19.5,80.36000061035156,79.66000366210938,3.595000028610229,20.26142883300781,0.0,-0.0298507646807245,0,80.62857164655414,0.0,-0.005322444613231,-0.0199966430664062,79.38857160295758,0.0,0.0190610915704996,2.4528444178017144,3.71528570992606,0.0,-0.0129049785426549,0.0,15.670200119018554,14.014057345035637,,
2010-03-01,1117.35,1116.55,1123.7,1112.05,16.45,16.56,16.75,16.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0007613076578592,1116.5,1123.9,1077.3,0.0,1111.071428571429,1103.7535714285714,0.0,0.0,1108.483350448761,1105.4596784854089,1102.2246309525342,70.28066128412154,3.5074854888234768,0.7205957497402937,0.0,67.92401215805471,68.77141431287411,0.0,0,3,1,2010,1108.2,19.26000022888184,80.66000366210938,78.69999694824219,3.6059999465942383,20.06571469988142,0.0,-0.0123076805701622,0,80.66571480887276,0.0,0.0037332385450377,0.2600021362304687,79.33714294433594,0.0,-0.0120513014026362,2.2541324458860816,3.687142848968506,0.0,0.0030597824468616,0.0,15.535116889938363,14.195782534901412,,
2010-03-02,1134.65,1118.75,1137.75,1115.1,16.92,16.44,17.09,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0154830626034816,1117.35,1118.85,1072.85,0.0,1110.1357142857144,1106.6142857142856,0.0,0.0,1110.7052975354177,1107.1276754529542,1103.519641140089,67.0643374520665,3.919194232827977,0.7211507156215275,0.0,67.0596926713948,68.56390987689956,0.0,1,3,1,2010,1109.45,19.059999465942383,80.5199966430664,79.68000030517578,3.614000082015991,19.928571701049805,0.0,-0.0103842554809286,0,80.64857155936105,0.0,-0.0017357675760772,-0.1200027465820312,79.31857190813336,0.0,0.0124523938365348,2.1246361685967665,3.6631428514208113,0.0,0.0022185622685071,0.0,15.347110930145282,14.238298351798422,,
2010-03-03,1139.5,1134.85,1145.0,1132.4,17.18,16.91,17.35,16.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0042744458643633,1134.65,1113.7,1095.35,0.0,1112.392857142857,1111.0285714285717,0.0,0.0,1116.7021704136762,1110.9619170963156,1106.129891004554,73.73271889400932,5.351664550748183,0.8979780054220333,0.2073407784849921,66.32712456344586,68.33799393074476,0.0,2,3,1,2010,1102.45,18.82999992370605,79.9800033569336,80.87000274658203,3.625,19.77000018528529,0.0,-0.0120671326695106,0,80.57285744803292,0.0,-0.0067063252439828,-0.529998779296875,79.42000034877232,0.0,0.0149347695387616,2.099551210311046,3.6382857050214494,0.0,0.003043696108018,0.0,15.060234571090696,14.088773013155652,,
2010-03-04,1132.0,1139.8,1141.6,1126.1,17.12,17.18,17.38,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0065818341377796,1139.5,1102.05,1093.4,0.0,1116.0785714285714,1114.1821428571427,0.0,0.0,1122.4092630729165,1114.9140321875152,1108.8748732833646,69.6135051088406,6.728667353828314,0.9058700567665412,0.2065686161072552,66.1214953271028,68.0104631822607,0.0,3,3,1,2010,1109.1,18.71999931335449,80.55999755859375,80.20999908447266,3.6059999465942383,19.39142853873117,0.0,-0.0058417743386752,0,80.53142874581474,0.0,0.0072517401514946,-0.2900009155273437,79.61285727364677,0.0,-0.0081612914516349,1.748279827404592,3.626142842429025,0.0,-0.0052413940429687,0.0,15.080830989807144,14.11119437695318,,
2010-03-05,1132.05,1131.8,1140.7,1127.0,17.34,17.09,17.49,17.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.41696113073764e-05,1132.0,1096.4,1101.0,0.0,1120.357142857143,1116.9392857142857,0.0,0.0,1124.8093555365306,1117.268064891354,1110.7439541589893,66.34208298052496,7.203133266680197,0.8000694144184388,0.2072381678978459,65.28546712802768,67.52980128249354,0.0,4,3,1,2010,1125.7,17.420000076293945,80.43000030517578,81.5,3.681999921798706,18.984285627092635,0.0,-0.0694444062363374,0,80.47142900739398,0.0,-0.0016136700267824,-0.4199981689453125,79.82714298793248,0.0,0.0160827942931254,1.2667880643632603,3.624285697937012,0.0,0.0210759779062801,0.0,14.01090611452484,13.888479941111518,,
2010-03-08,1122.4,1135.7,1137.8,1118.55,17.23,17.34,17.52,17.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0085243584647319,1132.05,1106.1,1119.95,0.0,1125.45,1119.1571428571428,0.0,0.0,1126.6208799032092,1119.2956502117054,1112.438374872242,64.04341926729984,7.490874004458647,0.779924551227658,0.1377673481375434,65.14219384793964,67.03016287077783,0.0,0,3,1,2010,1125.05,17.790000915527344,80.43000030517578,81.87000274658203,3.7079999446868896,18.65428570338658,0.0,0.0212400021591798,0,80.42000034877232,0.0,0.0,-0.3600006103515625,80.355715070452,0.0,0.0045399110010064,1.2392978119932956,3.633714267185756,0.0,0.0070613860511659,0.0,14.308497790649415,13.707864708722829,,
2010-03-09,1120.1,1123.3,1124.7,1108.95,17.23,17.21,17.41,16.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.002049180327869,1122.4,1116.5,1115.2,0.0,1127.7785714285717,1119.3321428571428,0.0,0.0,1125.5650640169033,1119.7198368508552,1113.218883302436,51.20987654320991,6.949489073926316,0.6487536830395344,0.1434466126000872,65.00870574579221,66.51553887196178,0.0,1,3,1,2010,1125.95,17.920000076293945,80.58999633789062,81.48999786376953,3.700999975204468,18.428571428571427,0.0,0.0073074285596654,0,80.4528568812779,0.0,0.0019892581388507,0.2299957275390625,80.61714281354632,0.0,-0.0046415643100532,1.1187118711489064,3.6488571166992183,0.0,-0.001887801938199,0.0,14.441727405235287,13.74355864244673,,
2010-03-10,1108.2,1121.65,1128.15,1103.25,16.99,17.23,17.65,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0106240514239799,1120.1,1117.35,1123.9,0.0,1128.2928571428572,1119.682142857143,0.0,0.0,1124.198219419575,1119.7716120166556,1113.7506717285548,52.479757085020175,6.283439023302208,0.5976448403805013,0.1436191507536917,65.22660388463802,66.12409877739397,0.0,2,3,1,2010,1107.55,18.56999969482422,80.44999694824219,82.08999633789062,3.7200000286102295,18.32999992370605,0.0,0.0362722999867699,0,80.42285592215401,0.0,-0.0017371807421538,-0.2100067138671875,81.10142844063895,0.0,0.0073628480776761,1.2115183938703369,3.665142842701503,0.0,0.0051337621002582,0.0,14.939564187774668,13.498173561897538,,
2010-03-11,1109.45,1108.35,1111.65,1100.44,17.16,16.98,17.17,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0011279552427359,1108.2,1134.65,1118.85,0.0,1126.9857142857145,1118.5607142857143,0.0,0.0,1120.197394385665,1118.200143700197,1113.3271103810484,42.303921568627416,4.8399580852237705,0.365991000525678,0.1454249251297072,64.65326340326341,65.73875473833444,0.0,3,3,1,2010,1102.3,18.059999465942383,80.31999969482422,82.11000061035156,3.7200000286102295,18.187142780848912,0.0,-0.027463663826768,0,80.394284929548,0.0,-0.0016158764244776,-0.1999969482421875,81.44857134137835,0.0,0.0002436870916475,1.3041509652298593,3.680285692214966,0.0,0.0,0.0,14.505791515930175,13.510107059840294,,
2010-03-12,1102.45,1109.65,1119.45,1098.65,17.09,17.16,17.34,16.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0063094326017395,1109.45,1139.5,1113.7,0.0,1123.3857142857144,1117.8892857142855,0.0,0.0,1117.5099058728272,1117.0147697330513,1113.034703422098,45.21384928716909,3.7475297777291416,0.3687192734576751,0.144045190498649,64.50848449385606,65.39497912860138,0.0,4,3,1,2010,1102.65,17.579999923706055,79.83000183105469,81.23999786376953,3.7100000381469727,18.00857135227748,21.13999996185303,-0.0265780485288226,0,80.37285614013672,80.23499984741211,-0.0061005710362459,-0.1500015258789062,81.50142778669085,77.88299992879232,-0.0105955759361223,1.3217324441011036,3.6924285548073903,3.676366670926412,-0.0026881694586956,0.0,14.034114260993956,13.568615741362343,,
2010-03-15,1109.1,1100.5,1109.8,1100.35,17.08,17.03,17.17,16.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0060320195927252,1102.45,1132.0,1102.05,1107.35,1118.0928571428572,1117.0857142857144,1106.5183333333334,0.0,1113.744256927161,1115.0458987143372,1112.245027503409,44.37781109445276,2.342807001708252,0.2060465520342699,0.1280158880993596,64.93559718969556,65.13517340437426,68.0068120343926,0,3,1,2010,1087.5,18.0,80.25,79.80000305175781,3.703999996185303,17.905714307512557,20.986999956766763,0.0238907894264315,0,80.32857077462333,80.26866658528645,0.0052611569499165,-0.30999755859375,81.44285692487445,78.06200002034505,-0.0177251950994192,1.2564246391338498,3.706428561891829,3.6780333360036215,-0.0016172619676485,0.0499999523162841,14.445,13.896754261251363,,
